id	filename	md5	size	state
09f3817a-7119-48e1-9284-20fbe62322c3	09f3817a-7119-48e1-9284-20fbe62322c3/TCGA-AN-A0FS-01A-21-A13C-20_RPPA_data.tsv	09c7b964402caf8e81a4931342c7b69b	22211	validated
1ab4d2c7-f36a-465b-b805-0535e0fd05f6	1ab4d2c7-f36a-465b-b805-0535e0fd05f6/TCGA-AR-A24P-01A-21-A17I-20_RPPA_data.tsv	a86df83dc2de4cc080be8d3b190da77f	22152	validated
2c4ba0b4-8bae-4180-8f5c-56049b8a6d0c	2c4ba0b4-8bae-4180-8f5c-56049b8a6d0c/TCGA-S3-A6ZG-01A-11-A43F-20_RPPA_data.tsv	8eb7a003110601709660cb7e6822eef4	22084	validated
2deae897-8f8f-44eb-a22f-447078c86de7	2deae897-8f8f-44eb-a22f-447078c86de7/TCGA-EW-A2FS-01A-21-A24A-20_RPPA_data.tsv	49813bdd7791b0a10320a4bfad81dd2a	22172	validated
55560363-6993-45a7-9bdc-634596bc7eac	55560363-6993-45a7-9bdc-634596bc7eac/TCGA-AR-A24R-01A-21-A17I-20_RPPA_data.tsv	4f325cd7514a935cf62a30106188103c	22110	validated
7fdbd403-6d85-4c36-916e-c6cf2b744c2f	7fdbd403-6d85-4c36-916e-c6cf2b744c2f/TCGA-D8-A1JE-01A-21-A17J-20_RPPA_data.tsv	431ba95e7217c2249f1d46b2d9991c8d	22131	validated
d2e238a5-491f-4976-91d1-2843709be6eb	d2e238a5-491f-4976-91d1-2843709be6eb/TCGA-BH-A0B3-01A-21-A13A-20_RPPA_data.tsv	e6ab098dcbc69399fddd058bcb71dc76	22350	validated
f147d7ec-9109-40f0-91cd-0301b0858b18	f147d7ec-9109-40f0-91cd-0301b0858b18/TCGA-BH-A1FG-01A-21-A17I-20_RPPA_data.tsv	6e7f194f0b2220c7210411a40c36ff7c	22162	validated
f3d398d4-6d5b-40a0-858c-8b5fcf5d37ae	f3d398d4-6d5b-40a0-858c-8b5fcf5d37ae/TCGA-BH-A0BJ-01A-21-A13A-20_RPPA_data.tsv	3a749daae864c9f1ae2608b595d081b7	22256	validated
